,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
0,1986-03-13 00:00:00-05:00,0.0553795570045633,0.06352368296950009,0.0553795570045633,0.06080855801701546,1031788800,0.0,0.0,MSFT
1,1986-03-14 00:00:00-05:00,0.06080855965371842,0.06406658479514019,0.06080855965371842,0.06298016011714935,308160000,0.0,0.0,MSFT
2,1986-03-17 00:00:00-05:00,0.06298018610410067,0.06460951157024324,0.06298018610410067,0.06406661123037338,133171200,0.0,0.0,MSFT
3,1986-03-18 00:00:00-05:00,0.06406659488717066,0.06460949508854824,0.06189436963528661,0.0624372698366642,67766400,0.0,0.0,MSFT
4,1986-03-19 00:00:00-05:00,0.06243725211740351,0.06298015216470981,0.06080855197548461,0.06135145202279091,47894400,0.0,0.0,MSFT
5,1986-03-20 00:00:00-05:00,0.06135144385348026,0.06135144385348026,0.059179843953416536,0.059722743928432465,58435200,0.0,0.0,MSFT
6,1986-03-21 00:00:00-05:00,0.059722766167938125,0.06080856652229927,0.05700826528203527,0.05809406563639641,59990400,0.0,0.0,MSFT
7,1986-03-24 00:00:00-05:00,0.0580940770191533,0.0580940770191533,0.05592247588493484,0.056465376168489456,65289600,0.0,0.0,MSFT
8,1986-03-25 00:00:00-05:00,0.05646538212484492,0.05755118280649185,0.05592248178402146,0.05755118280649185,32083200,0.0,0.0,MSFT
9,1986-03-26 00:00:00-05:00,0.0575511607016262,0.05972276123082848,0.057008260569325626,0.05917986109852791,22752000,0.0,0.0,MSFT
10,1986-03-27 00:00:00-05:00,0.059179863698928116,0.060265664011240005,0.059179863698928116,0.060265664011240005,16848000,0.0,0.0,MSFT
11,1986-03-31 00:00:00-05:00,0.06026564390344839,0.06026564390344839,0.05863694397840061,0.059722743928432465,12873600,0.0,0.0,MSFT
12,1986-04-01 00:00:00-05:00,0.05972276123082848,0.05972276123082848,0.05917986109852791,0.05917986109852791,11088000,0.0,0.0,MSFT
13,1986-04-02 00:00:00-05:00,0.059179843953416536,0.06080854387846432,0.059179843953416536,0.059722743928432465,27014400,0.0,0.0,MSFT
14,1986-04-03 00:00:00-05:00,0.060265664011240005,0.061894364479707836,0.060265664011240005,0.060265664011240005,23040000,0.0,0.0,MSFT
15,1986-04-04 00:00:00-05:00,0.060265664011240005,0.060808564167395954,0.060265664011240005,0.060265664011240005,26582400,0.0,0.0,MSFT
16,1986-04-07 00:00:00-05:00,0.06026566136312905,0.060808561495429625,0.05809406083392677,0.05917986109852791,16560000,0.0,0.0,MSFT
17,1986-04-08 00:00:00-05:00,0.059179843953416536,0.06080854387846432,0.059179843953416536,0.059722743928432465,10252800,0.0,0.0,MSFT
18,1986-04-09 00:00:00-05:00,0.059722757814525025,0.06135145811826068,0.059722757814525025,0.06080855801701546,12153600,0.0,0.0,MSFT
19,1986-04-10 00:00:00-05:00,0.06080855197548461,0.06189435207009721,0.05972275188087201,0.06135145202279091,13881600,0.0,0.0,MSFT
20,1986-04-11 00:00:00-05:00,0.06189436963528661,0.06352369468579308,0.06189436963528661,0.0624372698366642,17222400,0.0,0.0,MSFT
21,1986-04-14 00:00:00-05:00,0.06243726000129162,0.06352368467928245,0.06243726000129162,0.06298016011714935,12153600,0.0,0.0,MSFT
22,1986-04-15 00:00:00-05:00,0.06298016011714935,0.06298016011714935,0.06080855965371842,0.06298016011714935,9302400,0.0,0.0,MSFT
23,1986-04-16 00:00:00-05:00,0.06298014504958527,0.06569526942557456,0.0624372450636126,0.0651523694396019,31910400,0.0,0.0,MSFT
24,1986-04-17 00:00:00-05:00,0.06515237089783416,0.06569527089595795,0.06515237089783416,0.06569527089595795,22003200,0.0,0.0,MSFT
25,1986-04-18 00:00:00-05:00,0.06569529568476135,0.06569529568476135,0.06298017022350429,0.06352369487285614,21628800,0.0,0.0,MSFT
26,1986-04-21 00:00:00-05:00,0.06352369487285614,0.06406659507583244,0.061894369817551684,0.06352369487285614,22924800,0.0,0.0,MSFT
27,1986-04-22 00:00:00-05:00,0.06352369468579308,0.06352369468579308,0.0624372698366642,0.0624372698366642,15552000,0.0,0.0,MSFT
28,1986-04-23 00:00:00-05:00,0.062437243108058184,0.06298014307702705,0.06189434313908932,0.06270869076251984,15609600,0.0,0.0,MSFT
29,1986-04-24 00:00:00-05:00,0.0627087020872106,0.0700384797681188,0.062437254383727665,0.06895267963409424,62352000,0.0,0.0,MSFT
30,1986-04-25 00:00:00-05:00,0.06949558450508292,0.07628246258813097,0.06949558450508292,0.07329650968313217,85795200,0.0,0.0,MSFT
31,1986-04-28 00:00:00-04:00,0.07329650362920746,0.07438230374860778,0.07275297912329655,0.07383940368890762,28886400,0.0,0.0,MSFT
32,1986-04-29 00:00:00-04:00,0.07383942719351094,0.07383942719351094,0.07112430158451924,0.07166720181703568,30326400,0.0,0.0,MSFT
33,1986-04-30 00:00:00-04:00,0.07166717518862069,0.07221007521941901,0.06840977500383079,0.07003847509622574,30902400,0.0,0.0,MSFT
34,1986-05-01 00:00:00-04:00,0.0700384797681188,0.0700384797681188,0.06786687950006967,0.06895267963409424,54345600,0.0,0.0,MSFT
35,1986-05-02 00:00:00-04:00,0.06895267963409424,0.0700384797681188,0.06840977956708195,0.06895267963409424,20246400,0.0,0.0,MSFT
36,1986-05-05 00:00:00-04:00,0.06895270827255828,0.06895270827255828,0.06840980798006058,0.06840980798006058,3254400,0.0,0.0,MSFT
37,1986-05-06 00:00:00-04:00,0.06895267963409424,0.0700384797681188,0.06895267963409424,0.06895267963409424,9734400,0.0,0.0,MSFT
38,1986-05-07 00:00:00-04:00,0.06895267963409424,0.06949557970110652,0.06786687950006967,0.06895267963409424,5155200,0.0,0.0,MSFT
39,1986-05-08 00:00:00-04:00,0.06895268101258445,0.06949558109045029,0.0684097809347186,0.06949558109045029,3542400,0.0,0.0,MSFT
40,1986-05-09 00:00:00-04:00,0.06949557970110652,0.06949557970110652,0.06895267963409424,0.06895267963409424,6076800,0.0,0.0,MSFT
41,1986-05-12 00:00:00-04:00,0.06895268101258445,0.07112428132404784,0.06895268101258445,0.06949558109045029,10483200,0.0,0.0,MSFT
42,1986-05-13 00:00:00-04:00,0.06949557506542742,0.07058137512702406,0.06949557506542742,0.07003847509622574,3830400,0.0,0.0,MSFT
43,1986-05-14 00:00:00-04:00,0.07003848116831614,0.07003848116831614,0.06949558109045029,0.06949558109045029,9302400,0.0,0.0,MSFT
44,1986-05-15 00:00:00-04:00,0.06949558109045029,0.07058138124618199,0.06949558109045029,0.06949558109045029,3801600,0.0,0.0,MSFT
45,1986-05-16 00:00:00-04:00,0.06949557506542742,0.07166717518862069,0.06949557506542742,0.07003847509622574,11952000,0.0,0.0,MSFT
46,1986-05-19 00:00:00-04:00,0.0700384797681188,0.0700384797681188,0.06840977956708195,0.06895267963409424,11001600,0.0,0.0,MSFT
47,1986-05-20 00:00:00-04:00,0.06895270827255828,0.06895270827255828,0.06786690768756287,0.06840980798006058,61977600,0.0,0.0,MSFT
48,1986-05-21 00:00:00-04:00,0.0684098056148025,0.06895270588852953,0.06732400506734848,0.06732400506734848,8092800,0.0,0.0,MSFT
49,1986-05-22 00:00:00-04:00,0.06732400506734848,0.06786690534107549,0.06732400506734848,0.06732400506734848,4406400,0.0,0.0,MSFT
50,1986-05-23 00:00:00-04:00,0.06732400506734848,0.0684098056148025,0.06732400506734848,0.06732400506734848,4089600,0.0,0.0,MSFT
51,1986-05-27 00:00:00-04:00,0.0673239807789869,0.06949558109045029,0.0673239807789869,0.06949558109045029,13881600,0.0,0.0,MSFT
52,1986-05-28 00:00:00-04:00,0.06949560088696995,0.07166720181703568,0.06949560088696995,0.07166720181703568,15523200,0.0,0.0,MSFT
53,1986-05-29 00:00:00-04:00,0.07166718492324686,0.07438230989221414,0.07112428481870588,0.07329650968313217,45676800,0.0,0.0,MSFT
54,1986-05-30 00:00:00-04:00,0.07383944530452814,0.07709684749858813,0.07383944530452814,0.0760110467672348,27072000,0.0,0.0,MSFT
55,1986-06-02 00:00:00-04:00,0.07601100392770825,0.07601100392770825,0.07383940368890762,0.07383940368890762,19728000,0.0,0.0,MSFT
56,1986-06-03 00:00:00-04:00,0.07383940368890762,0.07383940368890762,0.07275297912329655,0.07383940368890762,5011200,0.0,0.0,MSFT
57,1986-06-04 00:00:00-04:00,0.07383940978767316,0.07438230989221414,0.07275298513232885,0.07329650968313217,4723200,0.0,0.0,MSFT
58,1986-06-05 00:00:00-04:00,0.07329649766365529,0.07438229769468307,0.07275297320198144,0.07438229769468307,13708800,0.0,0.0,MSFT
